,Calculation1,School,City,County/State/ Territory,Count,Gender,Pivot Field Values
214,ALLIANCE SMIDT TECHNOLOGY HIGH54636,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,App,All,5
215,ALPHA CINDY AVITIA HIGH SCHOOL54869,ALPHA CINDY AVITIA HIGH SCHOOL,San Jose,Santa Clara,App,Male,17
216,ALPHA CINDY AVITIA HIGH SCHOOL54869,ALPHA CINDY AVITIA HIGH SCHOOL,San Jose,Santa Clara,App,Female,9
217,ALPHA CINDY AVITIA HIGH SCHOOL54869,ALPHA CINDY AVITIA HIGH SCHOOL,San Jose,Santa Clara,App,All,26
218,AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Enr,Male,19
219,AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Adm,Male,31
220,AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,App,Male,111
221,AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Enr,Female,12
222,AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Adm,Female,25
223,AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,App,Female,102
224,AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Enr,All,31
225,AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Adm,All,56
226,AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,App,All,213
227,AMERICAN CANYON HIGH SCHOOL54406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,App,Male,23
228,AMERICAN CANYON HIGH SCHOOL54406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,App,Female,19
229,AMERICAN CANYON HIGH SCHOOL54406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,Adm,All,4
230,AMERICAN CANYON HIGH SCHOOL54406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,App,All,42
231,AMERICAN CMTY SCH OF ABU DHABI697001,AMERICAN CMTY SCH OF ABU DHABI,,,App,Male,7
232,AMERICAN CMTY SCH OF ABU DHABI697001,AMERICAN CMTY SCH OF ABU DHABI,,,Adm,Female,3
233,AMERICAN CMTY SCH OF ABU DHABI697001,AMERICAN CMTY SCH OF ABU DHABI,,,App,Female,7
234,AMERICAN CMTY SCH OF ABU DHABI697001,AMERICAN CMTY SCH OF ABU DHABI,,,Adm,All,5
235,AMERICAN CMTY SCH OF ABU DHABI697001,AMERICAN CMTY SCH OF ABU DHABI,,,App,All,15
236,AMERICAN COMMUNITY SCHL-AMMAN681005,AMERICAN COMMUNITY SCHL-AMMAN,,,App,All,5
237,AMERICAN HERITAGE SCHOOL101422,AMERICAN HERITAGE SCHOOL,Plantation,FL,Adm,Male,5
238,AMERICAN HERITAGE SCHOOL101422,AMERICAN HERITAGE SCHOOL,Plantation,FL,App,Male,22
239,AMERICAN HERITAGE SCHOOL101422,AMERICAN HERITAGE SCHOOL,Plantation,FL,Adm,Female,3
240,AMERICAN HERITAGE SCHOOL101422,AMERICAN HERITAGE SCHOOL,Plantation,FL,App,Female,15
241,AMERICAN HERITAGE SCHOOL101422,AMERICAN HERITAGE SCHOOL,Plantation,FL,Adm,All,8
242,AMERICAN HERITAGE SCHOOL101422,AMERICAN HERITAGE SCHOOL,Plantation,FL,App,All,37
243,AMERICAN HERITAGE-BOCA/DELRAY100426,AMERICAN HERITAGE-BOCA/DELRAY,Delray Beach,FL,Enr,Male,3
244,AMERICAN HERITAGE-BOCA/DELRAY100426,AMERICAN HERITAGE-BOCA/DELRAY,Delray Beach,FL,Adm,Male,4
245,AMERICAN HERITAGE-BOCA/DELRAY100426,AMERICAN HERITAGE-BOCA/DELRAY,Delray Beach,FL,App,Male,8
246,AMERICAN HERITAGE-BOCA/DELRAY100426,AMERICAN HERITAGE-BOCA/DELRAY,Delray Beach,FL,App,Female,7
247,AMERICAN HERITAGE-BOCA/DELRAY100426,AMERICAN HERITAGE-BOCA/DELRAY,Delray Beach,FL,Enr,All,5
248,AMERICAN HERITAGE-BOCA/DELRAY100426,AMERICAN HERITAGE-BOCA/DELRAY,Delray Beach,FL,Adm,All,6
249,AMERICAN HERITAGE-BOCA/DELRAY100426,AMERICAN HERITAGE-BOCA/DELRAY,Delray Beach,FL,App,All,15
250,AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Enr,Male,11
251,AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Adm,Male,15
252,AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,App,Male,95
253,AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Enr,Female,10
254,AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Adm,Female,17
255,AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,App,Female,106
256,AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Enr,All,21
257,AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Adm,All,32
258,AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,App,All,202
259,AMERICAN INDIAN PUBLIC SCHOOL54176,AMERICAN INDIAN PUBLIC SCHOOL,Oakland,Alameda,App,Male,24
260,AMERICAN INDIAN PUBLIC SCHOOL54176,AMERICAN INDIAN PUBLIC SCHOOL,Oakland,Alameda,Adm,Female,3
261,AMERICAN INDIAN PUBLIC SCHOOL54176,AMERICAN INDIAN PUBLIC SCHOOL,Oakland,Alameda,App,Female,21
262,AMERICAN INDIAN PUBLIC SCHOOL54176,AMERICAN INDIAN PUBLIC SCHOOL,Oakland,Alameda,Enr,All,3
263,AMERICAN INDIAN PUBLIC SCHOOL54176,AMERICAN INDIAN PUBLIC SCHOOL,Oakland,Alameda,Adm,All,4
264,AMERICAN INDIAN PUBLIC SCHOOL54176,AMERICAN INDIAN PUBLIC SCHOOL,Oakland,Alameda,App,All,45
265,AMERICAN INTL SCH OF GUANGZHOU694519,AMERICAN INTL SCH OF GUANGZHOU,,,App,Female,7
266,AMERICAN INTL SCH OF GUANGZHOU694519,AMERICAN INTL SCH OF GUANGZHOU,,,App,All,11
267,AMERICAN INTL SCH OF LAGOS630588,AMERICAN INTL SCH OF LAGOS,,,App,All,5
268,AMERICAN INTL SCHOOL RIYADH692126,AMERICAN INTL SCHOOL RIYADH,,,App,Male,5
269,AMERICAN INTL SCHOOL RIYADH692126,AMERICAN INTL SCHOOL RIYADH,,,Adm,Female,3
270,AMERICAN INTL SCHOOL RIYADH692126,AMERICAN INTL SCHOOL RIYADH,,,App,Female,13
271,AMERICAN INTL SCHOOL RIYADH692126,AMERICAN INTL SCHOOL RIYADH,,,Adm,All,3
272,AMERICAN INTL SCHOOL RIYADH692126,AMERICAN INTL SCHOOL RIYADH,,,App,All,18
273,AMERICAN SCHOOL FOUNDATION870360,AMERICAN SCHOOL FOUNDATION,,,App,Male,13
274,AMERICAN SCHOOL FOUNDATION870360,AMERICAN SCHOOL FOUNDATION,,,App,Female,9
275,AMERICAN SCHOOL FOUNDATION870360,AMERICAN SCHOOL FOUNDATION,,,App,All,22
276,AMERICAN SCHOOL IN JAPAN680400,AMERICAN SCHOOL IN JAPAN,,,App,Male,14
277,AMERICAN SCHOOL IN JAPAN680400,AMERICAN SCHOOL IN JAPAN,,,Enr,Female,5
278,AMERICAN SCHOOL IN JAPAN680400,AMERICAN SCHOOL IN JAPAN,,,Adm,Female,7
279,AMERICAN SCHOOL IN JAPAN680400,AMERICAN SCHOOL IN JAPAN,,,App,Female,28
280,AMERICAN SCHOOL IN JAPAN680400,AMERICAN SCHOOL IN JAPAN,,,Enr,All,5
281,AMERICAN SCHOOL IN JAPAN680400,AMERICAN SCHOOL IN JAPAN,,,Adm,All,8
282,AMERICAN SCHOOL IN JAPAN680400,AMERICAN SCHOOL IN JAPAN,,,App,All,42
283,AMERICAN SCHOOL IN LONDON724412,AMERICAN SCHOOL IN LONDON,,,App,Male,5
284,AMERICAN SCHOOL IN LONDON724412,AMERICAN SCHOOL IN LONDON,,,Adm,Female,3
285,AMERICAN SCHOOL IN LONDON724412,AMERICAN SCHOOL IN LONDON,,,App,Female,12
286,AMERICAN SCHOOL IN LONDON724412,AMERICAN SCHOOL IN LONDON,,,Adm,All,3
287,AMERICAN SCHOOL IN LONDON724412,AMERICAN SCHOOL IN LONDON,,,App,All,18
288,AMERICAN SCHOOL IN TAICHUNG694310,AMERICAN SCHOOL IN TAICHUNG,,,Adm,All,3
289,AMERICAN SCHOOL IN TAICHUNG694310,AMERICAN SCHOOL IN TAICHUNG,,,App,All,6
290,AMERICAN SCHOOL OF DUBAI THE697050,AMERICAN SCHOOL OF DUBAI THE,,,Adm,Male,3
291,AMERICAN SCHOOL OF DUBAI THE697050,AMERICAN SCHOOL OF DUBAI THE,,,App,Male,21
292,AMERICAN SCHOOL OF DUBAI THE697050,AMERICAN SCHOOL OF DUBAI THE,,,App,Female,16
293,AMERICAN SCHOOL OF DUBAI THE697050,AMERICAN SCHOOL OF DUBAI THE,,,Enr,All,3
294,AMERICAN SCHOOL OF DUBAI THE697050,AMERICAN SCHOOL OF DUBAI THE,,,Adm,All,4
295,AMERICAN SCHOOL OF DUBAI THE697050,AMERICAN SCHOOL OF DUBAI THE,,,App,All,37
296,AMERICAN SCHOOL OF KUWAIT683080,AMERICAN SCHOOL OF KUWAIT,,,App,Male,5
297,AMERICAN SCHOOL OF KUWAIT683080,AMERICAN SCHOOL OF KUWAIT,,,App,Female,12
298,AMERICAN SCHOOL OF KUWAIT683080,AMERICAN SCHOOL OF KUWAIT,,,App,All,17
299,AMES ACADEMY MATH ENG SCIENCE450360,AMES ACADEMY MATH ENG SCIENCE,Salt Lake City,UT,App,All,7
300,AMES HIGH SCHOOL160140,AMES HIGH SCHOOL,Ames,IA,App,Female,5
301,AMES HIGH SCHOOL160140,AMES HIGH SCHOOL,Ames,IA,App,All,6
302,AMITY INTRNTL SCHL PUSHP VIHAR671552,AMITY INTRNTL SCHL PUSHP VIHAR,,,App,All,6
303,AMITY INTRNTL SCHOOL-SAKET671854,AMITY INTRNTL SCHOOL-SAKET,,,App,Male,5
304,AMITY INTRNTL SCHOOL-SAKET671854,AMITY INTRNTL SCHOOL-SAKET,,,App,All,5
305,AMITY REGIONAL HIGH SCHOOL70965,AMITY REGIONAL HIGH SCHOOL,Woodbridge,CT,App,All,6
306,ANAHEIM HIGH SCHOOL50090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,App,Male,11
307,ANAHEIM HIGH SCHOOL50090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,Adm,Female,5
308,ANAHEIM HIGH SCHOOL50090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,App,Female,10
309,ANAHEIM HIGH SCHOOL50090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,Adm,All,5
310,ANAHEIM HIGH SCHOOL50090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,App,All,21
311,ANALY HIGH SCHOOL53345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,App,Male,7
312,ANALY HIGH SCHOOL53345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,App,Female,14
313,ANALY HIGH SCHOOL53345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,Adm,All,3
314,ANALY HIGH SCHOOL53345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,App,All,21
315,ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,App,Male,13
316,ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Enr,Female,4
317,ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Adm,Female,7
318,ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,App,Female,23
319,ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Enr,All,5
320,ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Adm,All,9
321,ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,App,All,36
322,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Enr,Male,3
323,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Adm,Male,6
324,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,App,Male,15
325,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Enr,Female,6
326,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Adm,Female,9
327,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,App,Female,38
328,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Enr,All,9
329,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Adm,All,15
330,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,App,All,53
331,ANGLO-CHINESE SCH INDEPENDENT687213,ANGLO-CHINESE SCH INDEPENDENT,,,App,Male,22
332,ANGLO-CHINESE SCH INDEPENDENT687213,ANGLO-CHINESE SCH INDEPENDENT,,,App,Female,24
333,ANGLO-CHINESE SCH INDEPENDENT687213,ANGLO-CHINESE SCH INDEPENDENT,,,App,All,50
334,ANIMO COLLEGE PREP ACADEMY54569,ANIMO COLLEGE PREP ACADEMY,Los Angeles,Los Angeles,Adm,All,3
335,ANIMO COLLEGE PREP ACADEMY54569,ANIMO COLLEGE PREP ACADEMY,Los Angeles,Los Angeles,App,All,7
336,ANIMO JACKIE ROBINSON CHRT SCH54199,ANIMO JACKIE ROBINSON CHRT SCH,Los Angeles,Los Angeles,App,Male,12
337,ANIMO JACKIE ROBINSON CHRT SCH54199,ANIMO JACKIE ROBINSON CHRT SCH,Los Angeles,Los Angeles,Adm,Female,5
338,ANIMO JACKIE ROBINSON CHRT SCH54199,ANIMO JACKIE ROBINSON CHRT SCH,Los Angeles,Los Angeles,App,Female,21
339,ANIMO JACKIE ROBINSON CHRT SCH54199,ANIMO JACKIE ROBINSON CHRT SCH,Los Angeles,Los Angeles,Adm,All,5
340,ANIMO JACKIE ROBINSON CHRT SCH54199,ANIMO JACKIE ROBINSON CHRT SCH,Los Angeles,Los Angeles,App,All,33
341,ANIMO LEADERSHIP CHARTER HS51257,ANIMO LEADERSHIP CHARTER HS,Inglewood,Los Angeles,App,Male,14
342,ANIMO LEADERSHIP CHARTER HS51257,ANIMO LEADERSHIP CHARTER HS,Inglewood,Los Angeles,Enr,Female,5
343,ANIMO LEADERSHIP CHARTER HS51257,ANIMO LEADERSHIP CHARTER HS,Inglewood,Los Angeles,Adm,Female,8
344,ANIMO LEADERSHIP CHARTER HS51257,ANIMO LEADERSHIP CHARTER HS,Inglewood,Los Angeles,App,Female,18
345,ANIMO LEADERSHIP CHARTER HS51257,ANIMO LEADERSHIP CHARTER HS,Inglewood,Los Angeles,Enr,All,5
346,ANIMO LEADERSHIP CHARTER HS51257,ANIMO LEADERSHIP CHARTER HS,Inglewood,Los Angeles,Adm,All,9
347,ANIMO LEADERSHIP CHARTER HS51257,ANIMO LEADERSHIP CHARTER HS,Inglewood,Los Angeles,App,All,32
348,ANIMO PAT BROWN CHARTER HS54238,ANIMO PAT BROWN CHARTER HS,Los Angeles,Los Angeles,App,All,5
349,ANIMO S LOS ANGELES CHARTER HS53975,ANIMO S LOS ANGELES CHARTER HS,Los Angeles,Los Angeles,App,Male,13
350,ANIMO S LOS ANGELES CHARTER HS53975,ANIMO S LOS ANGELES CHARTER HS,Los Angeles,Los Angeles,App,Female,18
351,ANIMO S LOS ANGELES CHARTER HS53975,ANIMO S LOS ANGELES CHARTER HS,Los Angeles,Los Angeles,App,All,31
352,ANIMO VENICE CHARTER HS54069,ANIMO VENICE CHARTER HS,Venice,Los Angeles,App,Male,5
353,ANIMO VENICE CHARTER HS54069,ANIMO VENICE CHARTER HS,Venice,Los Angeles,App,Female,8
354,ANIMO VENICE CHARTER HS54069,ANIMO VENICE CHARTER HS,Venice,Los Angeles,App,All,13
355,ANN SOBRATO HIGH SCHOOL53906,ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,App,Male,16
356,ANN SOBRATO HIGH SCHOOL53906,ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,Adm,Female,3
357,ANN SOBRATO HIGH SCHOOL53906,ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,App,Female,24
358,ANN SOBRATO HIGH SCHOOL53906,ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,Adm,All,4
359,ANN SOBRATO HIGH SCHOOL53906,ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,App,All,40
360,ANTELOPE HIGH SCHOOL54250,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,Enr,Male,3
361,ANTELOPE HIGH SCHOOL54250,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,Adm,Male,3
362,ANTELOPE HIGH SCHOOL54250,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,App,Male,11
363,ANTELOPE HIGH SCHOOL54250,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,Adm,Female,3
364,ANTELOPE HIGH SCHOOL54250,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,App,Female,18
365,ANTELOPE HIGH SCHOOL54250,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,Enr,All,5
366,ANTELOPE HIGH SCHOOL54250,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,Adm,All,6
367,ANTELOPE HIGH SCHOOL54250,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,App,All,30
368,ANTELOPE VALLEY HIGH SCHOOL51355,ANTELOPE VALLEY HIGH SCHOOL,Lancaster,Los Angeles,App,Male,7
369,ANTELOPE VALLEY HIGH SCHOOL51355,ANTELOPE VALLEY HIGH SCHOOL,Lancaster,Los Angeles,App,Female,14
370,ANTELOPE VALLEY HIGH SCHOOL51355,ANTELOPE VALLEY HIGH SCHOOL,Lancaster,Los Angeles,Adm,All,3
371,ANTELOPE VALLEY HIGH SCHOOL51355,ANTELOPE VALLEY HIGH SCHOOL,Lancaster,Los Angeles,App,All,21
372,ANTIOCH HIGH SCHOOL50115,ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,App,Male,11
373,ANTIOCH HIGH SCHOOL50115,ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,App,Female,14
374,ANTIOCH HIGH SCHOOL50115,ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,Enr,All,3
375,ANTIOCH HIGH SCHOOL50115,ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,Adm,All,4
376,ANTIOCH HIGH SCHOOL50115,ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,App,All,25
377,APPLE VALLEY HIGH SCHOOL50118,APPLE VALLEY HIGH SCHOOL,Apple Valley,San Bernardino,App,Male,8
378,APPLE VALLEY HIGH SCHOOL50118,APPLE VALLEY HIGH SCHOOL,Apple Valley,San Bernardino,Adm,Female,3
379,APPLE VALLEY HIGH SCHOOL50118,APPLE VALLEY HIGH SCHOOL,Apple Valley,San Bernardino,App,Female,15
380,APPLE VALLEY HIGH SCHOOL50118,APPLE VALLEY HIGH SCHOOL,Apple Valley,San Bernardino,Adm,All,4
381,APPLE VALLEY HIGH SCHOOL50118,APPLE VALLEY HIGH SCHOOL,Apple Valley,San Bernardino,App,All,23
382,APPLEBY COLLEGE826396,APPLEBY COLLEGE,,,Enr,Male,3
383,APPLEBY COLLEGE826396,APPLEBY COLLEGE,,,Adm,Male,3
384,APPLEBY COLLEGE826396,APPLEBY COLLEGE,,,App,Male,5
385,APPLEBY COLLEGE826396,APPLEBY COLLEGE,,,Enr,All,3
386,APPLEBY COLLEGE826396,APPLEBY COLLEGE,,,Adm,All,3
387,APPLEBY COLLEGE826396,APPLEBY COLLEGE,,,App,All,8
388,APPLIED TECHNOLOGY CENTER54607,APPLIED TECHNOLOGY CENTER,Montebello,Los Angeles,App,Female,10
389,APPLIED TECHNOLOGY CENTER54607,APPLIED TECHNOLOGY CENTER,Montebello,Los Angeles,App,All,12
390,APTOS HIGH SCHOOL50119,APTOS HIGH SCHOOL,Aptos,Santa Cruz,App,Male,17
391,APTOS HIGH SCHOOL50119,APTOS HIGH SCHOOL,Aptos,Santa Cruz,Adm,Female,7
392,APTOS HIGH SCHOOL50119,APTOS HIGH SCHOOL,Aptos,Santa Cruz,App,Female,23
393,APTOS HIGH SCHOOL50119,APTOS HIGH SCHOOL,Aptos,Santa Cruz,Enr,All,3
394,APTOS HIGH SCHOOL50119,APTOS HIGH SCHOOL,Aptos,Santa Cruz,Adm,All,9
395,APTOS HIGH SCHOOL50119,APTOS HIGH SCHOOL,Aptos,Santa Cruz,App,All,40
396,AQUINAS HIGH SCHOOL52772,AQUINAS HIGH SCHOOL,San Bernardino,San Bernardino,App,All,5
397,ARAGON HIGH SCHOOL53163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,Enr,Male,6
398,ARAGON HIGH SCHOOL53163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,Adm,Male,7
399,ARAGON HIGH SCHOOL53163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,App,Male,59
400,ARAGON HIGH SCHOOL53163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,Enr,Female,10
401,ARAGON HIGH SCHOOL53163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,Adm,Female,15
402,ARAGON HIGH SCHOOL53163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,App,Female,46
403,ARAGON HIGH SCHOOL53163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,Enr,All,16
404,ARAGON HIGH SCHOOL53163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,Adm,All,22
405,ARAGON HIGH SCHOOL53163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,App,All,105
406,ARCADIA HIGH SCHOOL50130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,Enr,Male,12
407,ARCADIA HIGH SCHOOL50130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,Adm,Male,22
408,ARCADIA HIGH SCHOOL50130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,App,Male,131
409,ARCADIA HIGH SCHOOL50130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,Enr,Female,20
410,ARCADIA HIGH SCHOOL50130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,Adm,Female,34
411,ARCADIA HIGH SCHOOL50130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,App,Female,152
412,ARCADIA HIGH SCHOOL50130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,Enr,All,32
413,ARCADIA HIGH SCHOOL50130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,Adm,All,56
414,ARCADIA HIGH SCHOOL50130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,App,All,284
415,ARCATA HIGH SCHOOL50135,ARCATA HIGH SCHOOL,Arcata,Humboldt,App,Male,7
416,ARCATA HIGH SCHOOL50135,ARCATA HIGH SCHOOL,Arcata,Humboldt,App,Female,13
417,ARCATA HIGH SCHOOL50135,ARCATA HIGH SCHOOL,Arcata,Humboldt,Adm,All,3
418,ARCATA HIGH SCHOOL50135,ARCATA HIGH SCHOOL,Arcata,Humboldt,App,All,20
419,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,Enr,Male,3
420,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,Adm,Male,9
421,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,App,Male,77
422,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,Enr,Female,13
423,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,Adm,Female,25
424,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,App,Female,79
425,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,Enr,All,16
426,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,Adm,All,34
427,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,App,All,156
428,ARCHBISHOP RIORDAN HIGH SCHOOL53000,ARCHBISHOP RIORDAN HIGH SCHOOL,San Francisco,San Francisco,App,Male,30
429,ARCHBISHOP RIORDAN HIGH SCHOOL53000,ARCHBISHOP RIORDAN HIGH SCHOOL,San Francisco,San Francisco,App,All,31
430,ARCHBISHOP SPALDING HS210583,ARCHBISHOP SPALDING HS,Severn,MD,App,All,5
431,ARCHER SCHOOL FOR GIRLS52339,ARCHER SCHOOL FOR GIRLS,Los Angeles,Los Angeles,Enr,Female,6
432,ARCHER SCHOOL FOR GIRLS52339,ARCHER SCHOOL FOR GIRLS,Los Angeles,Los Angeles,Adm,Female,10
433,ARCHER SCHOOL FOR GIRLS52339,ARCHER SCHOOL FOR GIRLS,Los Angeles,Los Angeles,App,Female,20
434,ARCHER SCHOOL FOR GIRLS52339,ARCHER SCHOOL FOR GIRLS,Los Angeles,Los Angeles,Enr,All,6
435,ARCHER SCHOOL FOR GIRLS52339,ARCHER SCHOOL FOR GIRLS,Los Angeles,Los Angeles,Adm,All,10
436,ARCHER SCHOOL FOR GIRLS52339,ARCHER SCHOOL FOR GIRLS,Los Angeles,Los Angeles,App,All,21
437,ARETE PREPARATORY ACADEMY54224,ARETE PREPARATORY ACADEMY,Los Angeles,Los Angeles,App,All,5
438,ARIZONA990282,ARIZONA,,AZ,App,Female,5
439,ARIZONA990282,ARIZONA,,AZ,Adm,All,3
440,ARIZONA990282,ARIZONA,,AZ,App,All,8
441,ARMAND HAMMER UNITED WORLD CLG320454,ARMAND HAMMER UNITED WORLD CLG,Montezuma,NM,Adm,Female,3
442,ARMAND HAMMER UNITED WORLD CLG320454,ARMAND HAMMER UNITED WORLD CLG,Montezuma,NM,App,Female,9
