,Calculation1,School,City,County/State/ Territory,Count,Uad Uc Ethn 6 Cat,Pivot Field Values
6201,SATO ACADEMY OF MATH & SCIENCE54837,SATO ACADEMY OF MATH & SCIENCE,Long Beach,Los Angeles,App,Asian,19
6202,SATO ACADEMY OF MATH & SCIENCE54837,SATO ACADEMY OF MATH & SCIENCE,Long Beach,Los Angeles,Enr,All,3
6203,SATO ACADEMY OF MATH & SCIENCE54837,SATO ACADEMY OF MATH & SCIENCE,Long Beach,Los Angeles,Adm,All,4
6204,SATO ACADEMY OF MATH & SCIENCE54837,SATO ACADEMY OF MATH & SCIENCE,Long Beach,Los Angeles,App,All,29
6205,SAUGUS HIGH SCHOOL53336,SAUGUS HIGH SCHOOL,Saugus,Los Angeles,Adm,White,4
6206,SAUGUS HIGH SCHOOL53336,SAUGUS HIGH SCHOOL,Saugus,Los Angeles,App,White,17
6207,SAUGUS HIGH SCHOOL53336,SAUGUS HIGH SCHOOL,Saugus,Los Angeles,App,Asian,9
6208,SAUGUS HIGH SCHOOL53336,SAUGUS HIGH SCHOOL,Saugus,Los Angeles,Adm,All,7
6209,SAUGUS HIGH SCHOOL53336,SAUGUS HIGH SCHOOL,Saugus,Los Angeles,App,All,34
6210,SAVANNA HIGH SCHOOL50087,SAVANNA HIGH SCHOOL,Anaheim,Orange,App,Asian,8
6211,SAVANNA HIGH SCHOOL50087,SAVANNA HIGH SCHOOL,Anaheim,Orange,App,Hispanic/ Latino,10
6212,SAVANNA HIGH SCHOOL50087,SAVANNA HIGH SCHOOL,Anaheim,Orange,Adm,All,4
6213,SAVANNA HIGH SCHOOL50087,SAVANNA HIGH SCHOOL,Anaheim,Orange,App,All,19
6214,SCHOOL BUS TOUR CONTRERAS LRN54053,SCHOOL BUS TOUR CONTRERAS LRN,Los Angeles,Los Angeles,App,Hispanic/ Latino,11
6215,SCHOOL BUS TOUR CONTRERAS LRN54053,SCHOOL BUS TOUR CONTRERAS LRN,Los Angeles,Los Angeles,Adm,All,3
6216,SCHOOL BUS TOUR CONTRERAS LRN54053,SCHOOL BUS TOUR CONTRERAS LRN,Los Angeles,Los Angeles,App,All,12
6217,SCHOOL FOR ADV STUDIES WOLFSON101006,SCHOOL FOR ADV STUDIES WOLFSON,Miami,FL,Adm,All,3
6218,SCHOOL FOR ADV STUDIES WOLFSON101006,SCHOOL FOR ADV STUDIES WOLFSON,Miami,FL,App,All,7
6219,SCHOOL VISUAL ARTS HUMANITIES54243,SCHOOL VISUAL ARTS HUMANITIES,Los Angeles,Los Angeles,App,Hispanic/ Latino,5
6220,SCHOOL VISUAL ARTS HUMANITIES54243,SCHOOL VISUAL ARTS HUMANITIES,Los Angeles,Los Angeles,App,All,7
6221,SCHOOL WITHOUT WALLS90199,SCHOOL WITHOUT WALLS,Washington,DC,App,White,10
6222,SCHOOL WITHOUT WALLS90199,SCHOOL WITHOUT WALLS,Washington,DC,Adm,All,3
6223,SCHOOL WITHOUT WALLS90199,SCHOOL WITHOUT WALLS,Washington,DC,App,All,19
6224,SCHURR HIGH SCHOOL52037,SCHURR HIGH SCHOOL,Montebello,Los Angeles,Adm,Asian,3
6225,SCHURR HIGH SCHOOL52037,SCHURR HIGH SCHOOL,Montebello,Los Angeles,App,Asian,9
6226,SCHURR HIGH SCHOOL52037,SCHURR HIGH SCHOOL,Montebello,Los Angeles,App,Hispanic/ Latino,18
6227,SCHURR HIGH SCHOOL52037,SCHURR HIGH SCHOOL,Montebello,Los Angeles,Adm,All,5
6228,SCHURR HIGH SCHOOL52037,SCHURR HIGH SCHOOL,Montebello,Los Angeles,App,All,28
6229,SCOTTS VALLEY HIGH SCHOOL53598,SCOTTS VALLEY HIGH SCHOOL,Scotts Valley,Santa Cruz,Adm,White,3
6230,SCOTTS VALLEY HIGH SCHOOL53598,SCOTTS VALLEY HIGH SCHOOL,Scotts Valley,Santa Cruz,App,White,22
6231,SCOTTS VALLEY HIGH SCHOOL53598,SCOTTS VALLEY HIGH SCHOOL,Scotts Valley,Santa Cruz,App,Asian,9
6232,SCOTTS VALLEY HIGH SCHOOL53598,SCOTTS VALLEY HIGH SCHOOL,Scotts Valley,Santa Cruz,App,Hispanic/ Latino,6
6233,SCOTTS VALLEY HIGH SCHOOL53598,SCOTTS VALLEY HIGH SCHOOL,Scotts Valley,Santa Cruz,Enr,All,4
6234,SCOTTS VALLEY HIGH SCHOOL53598,SCOTTS VALLEY HIGH SCHOOL,Scotts Valley,Santa Cruz,Adm,All,6
6235,SCOTTS VALLEY HIGH SCHOOL53598,SCOTTS VALLEY HIGH SCHOOL,Scotts Valley,Santa Cruz,App,All,38
6236,SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,Enr,White,4
6237,SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,Adm,White,5
6238,SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,App,White,34
6239,SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,Enr,Asian,8
6240,SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,Adm,Asian,13
6241,SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,App,Asian,68
6242,SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,App,Hispanic/ Latino,17
6243,SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,Enr,All,14
6244,SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,Adm,All,22
6245,SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,App,All,127
6246,SECOND HS-BEIJING NORMAL UNIV694375,SECOND HS-BEIJING NORMAL UNIV,,,Adm,Inter- national,4
6247,SECOND HS-BEIJING NORMAL UNIV694375,SECOND HS-BEIJING NORMAL UNIV,,,App,Inter- national,54
6248,SECOND HS-BEIJING NORMAL UNIV694375,SECOND HS-BEIJING NORMAL UNIV,,,Enr,All,3
6249,SECOND HS-BEIJING NORMAL UNIV694375,SECOND HS-BEIJING NORMAL UNIV,,,Adm,All,5
6250,SECOND HS-BEIJING NORMAL UNIV694375,SECOND HS-BEIJING NORMAL UNIV,,,App,All,56
6251,SEGERSTROM HIGH SCHOOL54018,SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,Adm,Asian,3
6252,SEGERSTROM HIGH SCHOOL54018,SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,App,Asian,13
6253,SEGERSTROM HIGH SCHOOL54018,SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,Adm,Hispanic/ Latino,6
6254,SEGERSTROM HIGH SCHOOL54018,SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,App,Hispanic/ Latino,31
6255,SEGERSTROM HIGH SCHOOL54018,SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,Enr,All,3
6256,SEGERSTROM HIGH SCHOOL54018,SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,Adm,All,9
6257,SEGERSTROM HIGH SCHOOL54018,SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,App,All,45
6258,SEHOME HIGH SCHOOL480083,SEHOME HIGH SCHOOL,Bellingham,WA,App,White,6
6259,SEHOME HIGH SCHOOL480083,SEHOME HIGH SCHOOL,Bellingham,WA,App,All,7
6260,SELMA HIGH SCHOOL53350,SELMA HIGH SCHOOL,Selma,Fresno,Adm,Asian,3
6261,SELMA HIGH SCHOOL53350,SELMA HIGH SCHOOL,Selma,Fresno,App,Asian,6
6262,SELMA HIGH SCHOOL53350,SELMA HIGH SCHOOL,Selma,Fresno,App,Hispanic/ Latino,13
6263,SELMA HIGH SCHOOL53350,SELMA HIGH SCHOOL,Selma,Fresno,Enr,All,3
6264,SELMA HIGH SCHOOL53350,SELMA HIGH SCHOOL,Selma,Fresno,Adm,All,5
6265,SELMA HIGH SCHOOL53350,SELMA HIGH SCHOOL,Selma,Fresno,App,All,22
6266,SEMIAHMOO SECONDARY SCHOOL821805,SEMIAHMOO SECONDARY SCHOOL,,,App,Inter- national,20
6267,SEMIAHMOO SECONDARY SCHOOL821805,SEMIAHMOO SECONDARY SCHOOL,,,App,All,22
6268,SENTINEL SECONDARY SCHOOL821760,SENTINEL SECONDARY SCHOOL,,,App,Inter- national,10
6269,SENTINEL SECONDARY SCHOOL821760,SENTINEL SECONDARY SCHOOL,,,Adm,All,3
6270,SENTINEL SECONDARY SCHOOL821760,SENTINEL SECONDARY SCHOOL,,,App,All,12
6271,SEOUL FOREIGN SCHOOL682380,SEOUL FOREIGN SCHOOL,,,App,Inter- national,19
6272,SEOUL FOREIGN SCHOOL682380,SEOUL FOREIGN SCHOOL,,,App,Domestic Unknown,5
6273,SEOUL FOREIGN SCHOOL682380,SEOUL FOREIGN SCHOOL,,,Adm,Asian,4
6274,SEOUL FOREIGN SCHOOL682380,SEOUL FOREIGN SCHOOL,,,App,Asian,22
6275,SEOUL FOREIGN SCHOOL682380,SEOUL FOREIGN SCHOOL,,,Enr,All,3
6276,SEOUL FOREIGN SCHOOL682380,SEOUL FOREIGN SCHOOL,,,Adm,All,6
6277,SEOUL FOREIGN SCHOOL682380,SEOUL FOREIGN SCHOOL,,,App,All,46
6278,SEOUL GLOBAL HIGH SCHOOL682026,SEOUL GLOBAL HIGH SCHOOL,,,App,Inter- national,5
6279,SEOUL GLOBAL HIGH SCHOOL682026,SEOUL GLOBAL HIGH SCHOOL,,,App,All,8
6280,SEOUL INTERNATIONAL SCHOOL682385,SEOUL INTERNATIONAL SCHOOL,,,Enr,Inter- national,5
6281,SEOUL INTERNATIONAL SCHOOL682385,SEOUL INTERNATIONAL SCHOOL,,,Adm,Inter- national,12
6282,SEOUL INTERNATIONAL SCHOOL682385,SEOUL INTERNATIONAL SCHOOL,,,App,Inter- national,32
6283,SEOUL INTERNATIONAL SCHOOL682385,SEOUL INTERNATIONAL SCHOOL,,,Enr,Asian,8
6284,SEOUL INTERNATIONAL SCHOOL682385,SEOUL INTERNATIONAL SCHOOL,,,Adm,Asian,21
6285,SEOUL INTERNATIONAL SCHOOL682385,SEOUL INTERNATIONAL SCHOOL,,,App,Asian,53
6286,SEOUL INTERNATIONAL SCHOOL682385,SEOUL INTERNATIONAL SCHOOL,,,Enr,All,13
6287,SEOUL INTERNATIONAL SCHOOL682385,SEOUL INTERNATIONAL SCHOOL,,,Adm,All,33
6288,SEOUL INTERNATIONAL SCHOOL682385,SEOUL INTERNATIONAL SCHOOL,,,App,All,86
6289,SEQUOIA HIGH SCHOOL52605,SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,Enr,White,4
6290,SEQUOIA HIGH SCHOOL52605,SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,Adm,White,8
6291,SEQUOIA HIGH SCHOOL52605,SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,App,White,27
6292,SEQUOIA HIGH SCHOOL52605,SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,App,Asian,12
6293,SEQUOIA HIGH SCHOOL52605,SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,App,Hispanic/ Latino,28
6294,SEQUOIA HIGH SCHOOL52605,SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,Enr,All,6
6295,SEQUOIA HIGH SCHOOL52605,SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,Adm,All,13
6296,SEQUOIA HIGH SCHOOL52605,SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,App,All,72
6297,SERRA HIGH52891,SERRA HIGH,San Diego,San Diego,App,White,5
6298,SERRA HIGH52891,SERRA HIGH,San Diego,San Diego,Adm,Asian,4
6299,SERRA HIGH52891,SERRA HIGH,San Diego,San Diego,App,Asian,13
6300,SERRA HIGH52891,SERRA HIGH,San Diego,San Diego,Adm,Hispanic/ Latino,3
6301,SERRA HIGH52891,SERRA HIGH,San Diego,San Diego,App,Hispanic/ Latino,15
6302,SERRA HIGH52891,SERRA HIGH,San Diego,San Diego,Enr,All,6
6303,SERRA HIGH52891,SERRA HIGH,San Diego,San Diego,Adm,All,9
6304,SERRA HIGH52891,SERRA HIGH,San Diego,San Diego,App,All,36
6305,SERRANO HIGH SCHOOL52437,SERRANO HIGH SCHOOL,Phelan,San Bernardino,App,Asian,5
6306,SERRANO HIGH SCHOOL52437,SERRANO HIGH SCHOOL,Phelan,San Bernardino,App,Hispanic/ Latino,7
6307,SERRANO HIGH SCHOOL52437,SERRANO HIGH SCHOOL,Phelan,San Bernardino,Adm,All,3
6308,SERRANO HIGH SCHOOL52437,SERRANO HIGH SCHOOL,Phelan,San Bernardino,App,All,14
6309,SERVITE HIGH SCHOOL50088,SERVITE HIGH SCHOOL,Anaheim,Orange,App,Inter- national,5
6310,SERVITE HIGH SCHOOL50088,SERVITE HIGH SCHOOL,Anaheim,Orange,App,Asian,7
6311,SERVITE HIGH SCHOOL50088,SERVITE HIGH SCHOOL,Anaheim,Orange,App,Hispanic/ Latino,10
6312,SERVITE HIGH SCHOOL50088,SERVITE HIGH SCHOOL,Anaheim,Orange,Adm,All,3
6313,SERVITE HIGH SCHOOL50088,SERVITE HIGH SCHOOL,Anaheim,Orange,App,All,26
6314,SEVEN LAKES HIGH SCHOOL443727,SEVEN LAKES HIGH SCHOOL,Katy,TX,Adm,Asian,6
6315,SEVEN LAKES HIGH SCHOOL443727,SEVEN LAKES HIGH SCHOOL,Katy,TX,App,Asian,27
6316,SEVEN LAKES HIGH SCHOOL443727,SEVEN LAKES HIGH SCHOOL,Katy,TX,Enr,All,3
6317,SEVEN LAKES HIGH SCHOOL443727,SEVEN LAKES HIGH SCHOOL,Katy,TX,Adm,All,9
6318,SEVEN LAKES HIGH SCHOOL443727,SEVEN LAKES HIGH SCHOOL,Katy,TX,App,All,41
6319,SHADOW HILLS HIGH SCHOOL54345,SHADOW HILLS HIGH SCHOOL,Indio,Riverside,App,Hispanic/ Latino,10
6320,SHADOW HILLS HIGH SCHOOL54345,SHADOW HILLS HIGH SCHOOL,Indio,Riverside,App,All,16
6321,SHAFTER HIGH SCHOOL53360,SHAFTER HIGH SCHOOL,Shafter,Kern,App,Hispanic/ Latino,14
6322,SHAFTER HIGH SCHOOL53360,SHAFTER HIGH SCHOOL,Shafter,Kern,Adm,All,5
6323,SHAFTER HIGH SCHOOL53360,SHAFTER HIGH SCHOOL,Shafter,Kern,App,All,15
6324,SHALHEVET HIGH SCHOOL51792,SHALHEVET HIGH SCHOOL,Los Angeles,Los Angeles,App,White,13
6325,SHALHEVET HIGH SCHOOL51792,SHALHEVET HIGH SCHOOL,Los Angeles,Los Angeles,Adm,All,4
6326,SHALHEVET HIGH SCHOOL51792,SHALHEVET HIGH SCHOOL,Los Angeles,Los Angeles,App,All,15
6327,SHANDONG EXPERIMENTAL HIGH SCH694446,SHANDONG EXPERIMENTAL HIGH SCH,,,App,All,62
6328,SHANGHAI AMERICAN SCH PUDONG694322,SHANGHAI AMERICAN SCH PUDONG,,,App,Inter- national,16
6329,SHANGHAI AMERICAN SCH PUDONG694322,SHANGHAI AMERICAN SCH PUDONG,,,App,Asian,20
6330,SHANGHAI AMERICAN SCH PUDONG694322,SHANGHAI AMERICAN SCH PUDONG,,,App,All,37
6331,SHANGHAI AMERICAN SCHOOL PUXI694241,SHANGHAI AMERICAN SCHOOL PUXI,,,Adm,Inter- national,5
6332,SHANGHAI AMERICAN SCHOOL PUXI694241,SHANGHAI AMERICAN SCHOOL PUXI,,,App,Inter- national,29
6333,SHANGHAI AMERICAN SCHOOL PUXI694241,SHANGHAI AMERICAN SCHOOL PUXI,,,Enr,Asian,3
6334,SHANGHAI AMERICAN SCHOOL PUXI694241,SHANGHAI AMERICAN SCHOOL PUXI,,,Adm,Asian,4
6335,SHANGHAI AMERICAN SCHOOL PUXI694241,SHANGHAI AMERICAN SCHOOL PUXI,,,App,Asian,21
6336,SHANGHAI AMERICAN SCHOOL PUXI694241,SHANGHAI AMERICAN SCHOOL PUXI,,,Enr,All,4
6337,SHANGHAI AMERICAN SCHOOL PUXI694241,SHANGHAI AMERICAN SCHOOL PUXI,,,Adm,All,9
6338,SHANGHAI AMERICAN SCHOOL PUXI694241,SHANGHAI AMERICAN SCHOOL PUXI,,,App,All,50
6339,SHANGHAI HIGH SCHOOL INTL DIV694242,SHANGHAI HIGH SCHOOL INTL DIV,,,App,Inter- national,38
6340,SHANGHAI HIGH SCHOOL INTL DIV694242,SHANGHAI HIGH SCHOOL INTL DIV,,,App,Asian,19
6341,SHANGHAI HIGH SCHOOL INTL DIV694242,SHANGHAI HIGH SCHOOL INTL DIV,,,Adm,All,3
6342,SHANGHAI HIGH SCHOOL INTL DIV694242,SHANGHAI HIGH SCHOOL INTL DIV,,,App,All,60
6343,SHANGHAI HIGH SCHOOL694661,SHANGHAI HIGH SCHOOL,,,App,Inter- national,18
6344,SHANGHAI HIGH SCHOOL694661,SHANGHAI HIGH SCHOOL,,,App,All,19
6345,SHANGHAI JIANPING HIGH SCHOOL694554,SHANGHAI JIANPING HIGH SCHOOL,,,App,Inter- national,24
6346,SHANGHAI JIANPING HIGH SCHOOL694554,SHANGHAI JIANPING HIGH SCHOOL,,,App,All,25
6347,SHANGHAI PINGHE SCHOOL694497,SHANGHAI PINGHE SCHOOL,,,App,Inter- national,73
6348,SHANGHAI PINGHE SCHOOL694497,SHANGHAI PINGHE SCHOOL,,,App,All,74
6349,SHANGHAI QI BAO DWIGHT HS694592,SHANGHAI QI BAO DWIGHT HS,,,Enr,All,3
6350,SHANGHAI QI BAO DWIGHT HS694592,SHANGHAI QI BAO DWIGHT HS,,,Adm,All,4
6351,SHANGHAI QI BAO DWIGHT HS694592,SHANGHAI QI BAO DWIGHT HS,,,App,All,60
6352,SHANGHAI SMIC PRIVATE SCHOOL694240,SHANGHAI SMIC PRIVATE SCHOOL,,,Enr,Inter- national,3
6353,SHANGHAI SMIC PRIVATE SCHOOL694240,SHANGHAI SMIC PRIVATE SCHOOL,,,Adm,Inter- national,3
6354,SHANGHAI SMIC PRIVATE SCHOOL694240,SHANGHAI SMIC PRIVATE SCHOOL,,,App,Inter- national,19
6355,SHANGHAI SMIC PRIVATE SCHOOL694240,SHANGHAI SMIC PRIVATE SCHOOL,,,App,Asian,6
6356,SHANGHAI SMIC PRIVATE SCHOOL694240,SHANGHAI SMIC PRIVATE SCHOOL,,,Enr,All,4
6357,SHANGHAI SMIC PRIVATE SCHOOL694240,SHANGHAI SMIC PRIVATE SCHOOL,,,Adm,All,4
6358,SHANGHAI SMIC PRIVATE SCHOOL694240,SHANGHAI SMIC PRIVATE SCHOOL,,,App,All,27
6359,SHANGHAI SOUTHWEST WEIYU MID694586,SHANGHAI SOUTHWEST WEIYU MID,,,App,All,22
6360,SHANGHAI STARRIVER BILINGUAL694545,SHANGHAI STARRIVER BILINGUAL,,,App,All,45
6361,SHANGHAI UNITED INTRNTL SCHOOL694510,SHANGHAI UNITED INTRNTL SCHOOL,,,App,All,7
6362,SHANGHAI WEIYU HIGH SCHOOL694620,SHANGHAI WEIYU HIGH SCHOOL,,,App,All,41
6363,SHANGHAI WORLD FOREIGN LANG MS694434,SHANGHAI WORLD FOREIGN LANG MS,,,App,Inter- national,83
6364,SHANGHAI WORLD FOREIGN LANG MS694434,SHANGHAI WORLD FOREIGN LANG MS,,,Enr,All,7
6365,SHANGHAI WORLD FOREIGN LANG MS694434,SHANGHAI WORLD FOREIGN LANG MS,,,Adm,All,13
6366,SHANGHAI WORLD FOREIGN LANG MS694434,SHANGHAI WORLD FOREIGN LANG MS,,,App,All,84
6367,SHASTA HIGH SCHOOL52585,SHASTA HIGH SCHOOL,Redding,Shasta,App,White,9
6368,SHASTA HIGH SCHOOL52585,SHASTA HIGH SCHOOL,Redding,Shasta,App,Asian,5
6369,SHASTA HIGH SCHOOL52585,SHASTA HIGH SCHOOL,Redding,Shasta,App,Hispanic/ Latino,6
6370,SHASTA HIGH SCHOOL52585,SHASTA HIGH SCHOOL,Redding,Shasta,Adm,All,5
6371,SHASTA HIGH SCHOOL52585,SHASTA HIGH SCHOOL,Redding,Shasta,App,All,20
6372,SHAWNIGAN LAKE SCHOOL821330,SHAWNIGAN LAKE SCHOOL,,,App,All,6
6373,SHELDON HIGH SCHOOL52792,SHELDON HIGH SCHOOL,Sacramento,Sacramento,App,Asian,24
6374,SHELDON HIGH SCHOOL52792,SHELDON HIGH SCHOOL,Sacramento,Sacramento,App,Hispanic/ Latino,7
6375,SHELDON HIGH SCHOOL52792,SHELDON HIGH SCHOOL,Sacramento,Sacramento,App,African American,7
6376,SHELDON HIGH SCHOOL52792,SHELDON HIGH SCHOOL,Sacramento,Sacramento,Adm,All,3
6377,SHELDON HIGH SCHOOL52792,SHELDON HIGH SCHOOL,Sacramento,Sacramento,App,All,42
6378,SHENENDEHOWA HIGH SCHOOL EAST331845,SHENENDEHOWA HIGH SCHOOL EAST,Clifton Park,NY,Adm,Asian,3
6379,SHENENDEHOWA HIGH SCHOOL EAST331845,SHENENDEHOWA HIGH SCHOOL EAST,Clifton Park,NY,Enr,All,3
6380,SHENENDEHOWA HIGH SCHOOL EAST331845,SHENENDEHOWA HIGH SCHOOL EAST,Clifton Park,NY,Adm,All,4
6381,SHENENDEHOWA HIGH SCHOOL EAST331845,SHENENDEHOWA HIGH SCHOOL EAST,Clifton Park,NY,App,All,6
6382,SHENZHEN COLLEGE INTRNTL EDUC694523,SHENZHEN COLLEGE INTRNTL EDUC,,,App,Inter- national,77
6383,SHENZHEN COLLEGE INTRNTL EDUC694523,SHENZHEN COLLEGE INTRNTL EDUC,,,Enr,All,4
6384,SHENZHEN COLLEGE INTRNTL EDUC694523,SHENZHEN COLLEGE INTRNTL EDUC,,,Adm,All,9
6385,SHENZHEN COLLEGE INTRNTL EDUC694523,SHENZHEN COLLEGE INTRNTL EDUC,,,App,All,79
6386,SHENZHEN EXPERIMENTAL SCHOOL694452,SHENZHEN EXPERIMENTAL SCHOOL,,,App,Inter- national,16
6387,SHENZHEN EXPERIMENTAL SCHOOL694452,SHENZHEN EXPERIMENTAL SCHOOL,,,App,All,17
6388,SHENZHEN FOREIGN LANGUAGE SCHL694325,SHENZHEN FOREIGN LANGUAGE SCHL,,,Enr,All,3
6389,SHENZHEN FOREIGN LANGUAGE SCHL694325,SHENZHEN FOREIGN LANGUAGE SCHL,,,Adm,All,5
6390,SHENZHEN FOREIGN LANGUAGE SCHL694325,SHENZHEN FOREIGN LANGUAGE SCHL,,,App,All,62
6391,SHENZHEN MIDDLE SCHOOL694324,SHENZHEN MIDDLE SCHOOL,,,Enr,All,3
6392,SHENZHEN MIDDLE SCHOOL694324,SHENZHEN MIDDLE SCHOOL,,,Adm,All,7
6393,SHENZHEN MIDDLE SCHOOL694324,SHENZHEN MIDDLE SCHOOL,,,App,All,112
6394,SHENZHEN YUCAI HIGH SCHOOL694643,SHENZHEN YUCAI HIGH SCHOOL,,,App,All,6
6395,SHERMAN E BURROUGHS HS50550,SHERMAN E BURROUGHS HS,Ridgecrest,Kern,App,White,7
6396,SHERMAN E BURROUGHS HS50550,SHERMAN E BURROUGHS HS,Ridgecrest,Kern,App,Asian,5
6397,SHERMAN E BURROUGHS HS50550,SHERMAN E BURROUGHS HS,Ridgecrest,Kern,App,All,13
6398,SHERMAN OAKS CTR ENRCHED STDS52617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,Adm,White,3
6399,SHERMAN OAKS CTR ENRCHED STDS52617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,App,White,15
6400,SHERMAN OAKS CTR ENRCHED STDS52617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,Adm,Asian,4
6401,SHERMAN OAKS CTR ENRCHED STDS52617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,App,Asian,15
6402,SHERMAN OAKS CTR ENRCHED STDS52617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,Adm,Hispanic/ Latino,4
6403,SHERMAN OAKS CTR ENRCHED STDS52617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,App,Hispanic/ Latino,12
6404,SHERMAN OAKS CTR ENRCHED STDS52617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,Enr,All,5
6405,SHERMAN OAKS CTR ENRCHED STDS52617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,Adm,All,12
6406,SHERMAN OAKS CTR ENRCHED STDS52617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,App,All,45
6407,SHREWSBURY INTERNATIONAL SCHL695514,SHREWSBURY INTERNATIONAL SCHL,,,App,Inter- national,14
6408,SHREWSBURY INTERNATIONAL SCHL695514,SHREWSBURY INTERNATIONAL SCHL,,,Adm,All,4
6409,SHREWSBURY INTERNATIONAL SCHL695514,SHREWSBURY INTERNATIONAL SCHL,,,App,All,15
6410,SHRI RAM SCHOOL - ARAVALI671609,SHRI RAM SCHOOL - ARAVALI,,,App,Inter- national,14
6411,SHRI RAM SCHOOL - ARAVALI671609,SHRI RAM SCHOOL - ARAVALI,,,App,All,16
6412,SHRI RAM SCHOOL - DLF CAMPUS671062,SHRI RAM SCHOOL - DLF CAMPUS,,,App,Inter- national,34
6413,SHRI RAM SCHOOL - DLF CAMPUS671062,SHRI RAM SCHOOL - DLF CAMPUS,,,App,Asian,7
6414,SHRI RAM SCHOOL - DLF CAMPUS671062,SHRI RAM SCHOOL - DLF CAMPUS,,,Enr,All,6
6415,SHRI RAM SCHOOL - DLF CAMPUS671062,SHRI RAM SCHOOL - DLF CAMPUS,,,Adm,All,8
6416,SHRI RAM SCHOOL - DLF CAMPUS671062,SHRI RAM SCHOOL - DLF CAMPUS,,,App,All,42
6417,SIERRA CANYON SCHOOL54038,SIERRA CANYON SCHOOL,Chatsworth,Los Angeles,App,Inter- national,12
6418,SIERRA CANYON SCHOOL54038,SIERRA CANYON SCHOOL,Chatsworth,Los Angeles,Enr,White,4
6419,SIERRA CANYON SCHOOL54038,SIERRA CANYON SCHOOL,Chatsworth,Los Angeles,Adm,White,4
6420,SIERRA CANYON SCHOOL54038,SIERRA CANYON SCHOOL,Chatsworth,Los Angeles,App,White,13
6421,SIERRA CANYON SCHOOL54038,SIERRA CANYON SCHOOL,Chatsworth,Los Angeles,Adm,Asian,3
6422,SIERRA CANYON SCHOOL54038,SIERRA CANYON SCHOOL,Chatsworth,Los Angeles,App,Asian,10
6423,SIERRA CANYON SCHOOL54038,SIERRA CANYON SCHOOL,Chatsworth,Los Angeles,Enr,All,5
6424,SIERRA CANYON SCHOOL54038,SIERRA CANYON SCHOOL,Chatsworth,Los Angeles,Adm,All,10
6425,SIERRA CANYON SCHOOL54038,SIERRA CANYON SCHOOL,Chatsworth,Los Angeles,App,All,38
6426,SIERRA HIGH SCHOOL51903,SIERRA HIGH SCHOOL,Manteca,San Joaquin,Adm,White,3
6427,SIERRA HIGH SCHOOL51903,SIERRA HIGH SCHOOL,Manteca,San Joaquin,App,Asian,11
6428,SIERRA HIGH SCHOOL51903,SIERRA HIGH SCHOOL,Manteca,San Joaquin,App,Hispanic/ Latino,10
6429,SIERRA HIGH SCHOOL51903,SIERRA HIGH SCHOOL,Manteca,San Joaquin,Adm,All,6
6430,SIERRA HIGH SCHOOL51903,SIERRA HIGH SCHOOL,Manteca,San Joaquin,App,All,27
6431,SIERRA PACIFIC HIGH SCHOOL54422,SIERRA PACIFIC HIGH SCHOOL,Hanford,Kings,Adm,All,3
6432,SIERRA PACIFIC HIGH SCHOOL54422,SIERRA PACIFIC HIGH SCHOOL,Hanford,Kings,App,All,10
